TransactionID,CustID,Employee,ProductID,ProductName,VendorID,ProductVendor,UnitPrice,Quantity,Subtotal,OrderTotal
10487,70,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,5,36.5,39.42
10487,70,Andrew Fuller,54,Tourtire,25,Ma Maison,5.9,24,141.6,152.93
10502,61,Andrew Fuller,45,Rogede sild,21,Lyngbysild,9.5,21,199.5,215.46
10502,61,Andrew Fuller,53,Perth Pasties,24,"G'day, Mate",32.8,6,196.8,212.54
10515,59,Andrew Fuller,9,Mishi Kobe Niku,4,Tokyo Traders,97.0,16,1552.0,1676.16
10515,59,Andrew Fuller,33,Geitost,15,Norske Meierier,2.5,16,40.0,43.2
10516,31,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14.0,20,280.0,302.4
10541,42,Andrew Fuller,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,4,1054.0,1138.32
10541,42,Andrew Fuller,71,Flotemysost,15,Norske Meierier,21.5,9,193.5,208.98
10552,25,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36.0,18,648.0,699.84
10553,71,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,15,315.0,340.2
10553,71,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,14,244.3,263.84
10553,71,Andrew Fuller,22,Gustaf's Knckebrd,9,PB Knckebrd AB,21.0,24,504.0,544.32
10553,71,Andrew Fuller,35,Steeleye Stout,16,Bigfoot Breweries,18.0,6,108.0,116.64
10556,72,Andrew Fuller,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,24,835.2,902.02
10561,53,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,10,194.5,210.06
10583,71,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,10,1237.9,1336.93
10583,71,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34.0,24,816.0,881.28
10583,71,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36.0,10,360.0,388.8
10615,54,Andrew Fuller,55,Pt chinois,25,Ma Maison,24.0,5,120.0,129.6
10620,73,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,5,22.5,24.3
10620,73,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",7.0,5,35.0,37.8
10657,17,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,24,231.6,250.13
10657,17,Andrew Fuller,47,Zaanse koeken,22,Zaanse Snoepfabriek,9.5,10,95.0,102.6
10663,9,Andrew Fuller,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,20,1060.0,1144.8
10673,54,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,3,52.35,56.54
10673,54,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14.0,6,84.0,90.72
10673,54,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46.0,6,276.0,298.08
10676,4,Andrew Fuller,10,Ikura,4,Tokyo Traders,31.0,2,62.0,66.96
10676,4,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,7,64.4,69.55
10676,4,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,21,408.45,441.13
10683,6,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",7.0,9,63.0,68.04
10686,74,Andrew Fuller,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,15,468.45,505.93
10691,59,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,24,466.8,504.14
10727,30,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39.0,20,780.0,842.4
10727,30,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,10,380.0,410.4
10727,30,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55.0,10,550.0,594.0
10734,43,Andrew Fuller,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,25.89,15,388.35,419.42
10734,43,Andrew Fuller,76,Lakkalikri,23,Karkki Oy,18.0,20,360.0,388.8
10737,67,Andrew Fuller,13,Konbu,6,Mayumi's,6.0,4,24.0,25.92
10737,67,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,12,115.8,125.06
10738,75,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,3,52.35,56.54
10752,76,Andrew Fuller,1,Chai,1,Exotic Liquids,18.0,8,144.0,155.52
10752,76,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36.0,3,108.0,116.64
10780,10,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,15,195.0,210.6
10781,71,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,3,22.35,24.14
10781,71,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,20,760.0,820.8
10787,12,Andrew Fuller,2,Chang,1,Exotic Liquids,19.0,15,285.0,307.8
10787,12,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,20,2475.8,2673.86
10798,23,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,49.3,2,98.6,106.49
10798,23,Andrew Fuller,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,10,348.0,375.84
10805,60,Andrew Fuller,34,Sasquatch Ale,16,Bigfoot Breweries,14.0,10,140.0,151.2
10805,60,Andrew Fuller,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,10,2635.0,2845.8
10808,41,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,20,760.0,820.8
10810,73,Andrew Fuller,13,Konbu,6,Mayumi's,6.0,7,42.0,45.36
10810,73,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14.0,5,70.0,75.6
10810,73,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",15.0,5,75.0,81.0
10815,17,Andrew Fuller,33,Geitost,15,Norske Meierier,2.5,16,40.0,43.2
10819,77,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46.0,7,322.0,347.76
10819,77,Andrew Fuller,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,20,155.0,167.4
10832,12,Andrew Fuller,13,Konbu,6,Mayumi's,6.0,3,18.0,19.44
10832,12,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14.0,10,140.0,151.2
10832,12,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,16,311.2,336.1
10832,12,Andrew Fuller,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,33.25,3,99.75,107.73
10846,63,Andrew Fuller,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,22.0,21,462.0,498.96
10846,63,Andrew Fuller,74,Longlife Tofu,4,Tokyo Traders,10.0,20,200.0,216.0
10858,78,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,5,150.0,162.0
10858,78,Andrew Fuller,27,Schoggi Schokolade,11,Heli Swaren GmbH & Co. KG,43.9,10,439.0,474.12
10858,78,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",15.0,4,60.0,64.8
10915,4,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39.0,10,390.0,421.2
10915,4,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,10,74.5,80.46
10919,64,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,24,418.8,452.3
10919,64,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14.0,24,336.0,362.88
10919,64,Andrew Fuller,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,20,368.0,397.44
10939,2,Andrew Fuller,2,Chang,1,Exotic Liquids,19.0,10,190.0,205.2
10949,58,Andrew Fuller,6,Grandma's Boysenberry Spread,3,Grandma Kelly's Homestead,25.0,12,300.0,324.0
10949,58,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39.0,6,234.0,252.72
10967,79,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,12,110.4,119.23
10971,39,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,14,1733.06,1871.7
10982,58,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,20,600.0,648.0
10982,58,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46.0,9,414.0,447.12
10983,17,Andrew Fuller,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,19.5,15,292.5,315.9
10985,31,Andrew Fuller,18,Carnarvon Tigers,7,"Pavlova, Ltd.",62.5,8,500.0,540.0
10989,33,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,15,315.0,340.2
10989,33,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,4,38.6,41.69
10994,21,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55.0,18,990.0,1069.2
11001,53,Andrew Fuller,55,Pt chinois,25,Ma Maison,24.0,6,144.0,155.52
11005,54,Andrew Fuller,1,Chai,1,Exotic Liquids,18.0,2,36.0,38.88
11005,54,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55.0,10,550.0,594.0
11009,51,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,12,54.0,58.32
11009,51,Andrew Fuller,36,Inlagd Sill,17,Svensk Sjfda AB,19.0,18,342.0,369.36
11009,51,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34.0,9,306.0,330.48
11010,30,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,20,600.0,648.0
11010,30,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,10,45.0,48.6
11013,5,Andrew Fuller,23,Tunnbrd,9,PB Knckebrd AB,9.0,10,90.0,97.2
11013,5,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14.0,4,56.0,60.48
11013,5,Andrew Fuller,45,Rogede sild,21,Lyngbysild,9.5,20,190.0,205.2
11013,5,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,2,25.0,27.0
11015,16,Andrew Fuller,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,25.89,15,388.35,419.42
11015,16,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,18,234.0,252.72
11020,26,Andrew Fuller,10,Ikura,4,Tokyo Traders,31.0,24,744.0,803.52
11028,8,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55.0,24,1320.0,1425.6
11035,63,Andrew Fuller,1,Chai,1,Exotic Liquids,18.0,10,180.0,194.4
11035,63,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,10,74.5,80.46
11042,57,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,15,291.75,315.09
11042,57,Andrew Fuller,61,Sirop d'rable,29,Forts d'rables,28.5,4,114.0,123.12
11053,74,Andrew Fuller,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32.0,20,640.0,691.2
11059,48,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39.0,12,468.0,505.44
11060,44,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34.0,4,136.0,146.88
11060,44,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,10,130.0,140.4
11070,80,Andrew Fuller,2,Chang,1,Exotic Liquids,19.0,20,380.0,410.4
11070,80,Andrew Fuller,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,20,250.0,270.0
11073,61,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,10,210.0,226.8
11073,61,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,20,90.0,97.2
10251,29,Janet Leverling,22,Gustaf's Knckebrd,9,PB Knckebrd AB,16.8,6,100.8,108.86
10251,29,Janet Leverling,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,15.6,15,234.0,252.72
10251,29,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,20,336.0,362.88
10253,42,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,10.0,20,200.0,216.0
10256,52,Janet Leverling,53,Perth Pasties,24,"G'day, Mate",26.2,15,393.0,424.44
10256,52,Janet Leverling,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,10.4,12,124.8,134.78
10266,71,Janet Leverling,12,Queso Manchego La Pastora,5,Cooperativa de Quesos 'Las Cabras',30.4,12,364.8,393.98
10273,59,Janet Leverling,10,Ikura,4,Tokyo Traders,24.8,24,595.2,642.82
10273,59,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,10.0,15,150.0,162.0
10273,59,Janet Leverling,33,Geitost,15,Norske Meierier,2.0,20,40.0,43.2
10283,10,Janet Leverling,15,Genen Shouyu,6,Mayumi's,12.4,20,248.0,267.84
10283,10,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,18,131.4,141.91
10283,10,Janet Leverling,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,27.8,3,83.4,90.07
10309,31,Janet Leverling,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,17.6,20,352.0,380.16
10309,31,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,2,22.4,24.19
10309,31,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,36.8,20,736.0,794.88
10309,31,Janet Leverling,71,Flotemysost,15,Norske Meierier,17.2,3,51.6,55.73
10321,23,Janet Leverling,35,Steeleye Stout,16,Bigfoot Breweries,14.4,10,144.0,155.52
10332,35,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,10,112.0,120.96
10332,35,Janet Leverling,47,Zaanse koeken,22,Zaanse Snoepfabriek,7.6,16,121.6,131.33
10346,7,Janet Leverling,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,20,608.0,656.64
10352,34,Janet Leverling,24,Guaran Fantstica,10,Refrescos Americanas LTDA,3.6,10,36.0,38.88
10352,34,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,20,118.0,127.44
10362,9,Janet Leverling,51,Manjimup Dried Apples,24,"G'day, Mate",42.4,20,848.0,915.84
10362,9,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,24,141.6,152.93
10365,40,Janet Leverling,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',16.8,24,403.2,435.46
10375,18,Janet Leverling,14,Tofu,6,Mayumi's,18.6,15,279.0,301.32
10375,18,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,10,59.0,63.72
10381,10,Janet Leverling,74,Longlife Tofu,4,Tokyo Traders,8.0,14,112.0,120.96
10384,27,Janet Leverling,60,Camembert Pierrot,28,Gai pturage,27.2,15,408.0,440.64
10391,49,Janet Leverling,13,Konbu,6,Mayumi's,4.8,18,86.4,93.31
10409,81,Janet Leverling,14,Tofu,6,Mayumi's,18.6,12,223.2,241.06
10409,81,Janet Leverling,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8.0,12,96.0,103.68
10410,58,Janet Leverling,59,Raclette Courdavault,28,Gai pturage,44.0,16,704.0,760.32
10413,12,Janet Leverling,1,Chai,1,Exotic Liquids,14.4,24,345.6,373.25
10413,12,Janet Leverling,76,Lakkalikri,23,Karkki Oy,14.4,14,201.6,217.73
10415,18,Janet Leverling,17,Alice Mutton,7,"Pavlova, Ltd.",31.2,2,62.4,67.39
10415,18,Janet Leverling,33,Geitost,15,Norske Meierier,2.0,20,40.0,43.2
10420,52,Janet Leverling,9,Mishi Kobe Niku,4,Tokyo Traders,77.6,20,1552.0,1676.16
10420,52,Janet Leverling,13,Konbu,6,Mayumi's,4.8,2,9.6,10.37
10420,52,Janet Leverling,70,Outback Lager,7,"Pavlova, Ltd.",12.0,8,96.0,103.68
10420,52,Janet Leverling,73,Rd Kaviar,17,Svensk Sjfda AB,12.0,20,240.0,259.2
10432,15,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,10,249.0,268.92
10434,53,Janet Leverling,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',16.8,6,100.8,108.86
10434,53,Janet Leverling,76,Lakkalikri,23,Karkki Oy,14.4,18,259.2,279.94
10436,65,Janet Leverling,46,Spegesild,21,Lyngbysild,9.6,5,48.0,51.84
10436,65,Janet Leverling,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,6.2,24,148.8,160.7
10438,79,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,15,109.5,118.26
10438,79,Janet Leverling,34,Sasquatch Ale,16,Bigfoot Breweries,11.2,20,224.0,241.92
10438,79,Janet Leverling,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,15.6,15,234.0,252.72
10444,27,Janet Leverling,17,Alice Mutton,7,"Pavlova, Ltd.",31.2,10,312.0,336.96
10444,27,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,15,373.5,403.38
10444,27,Janet Leverling,35,Steeleye Stout,16,Bigfoot Breweries,14.4,8,115.2,124.42
10445,27,Janet Leverling,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,14.4,6,86.4,93.31
10445,27,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,15,88.5,95.58
10449,65,Janet Leverling,10,Ikura,4,Tokyo Traders,24.8,14,347.2,374.98
10449,65,Janet Leverling,52,Filo Mix,24,"G'day, Mate",5.6,20,112.0,120.96
10468,8,Janet Leverling,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,8,165.6,178.85
10468,8,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,36.8,15,552.0,596.16
10484,62,Janet Leverling,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8.0,14,112.0,120.96
10484,62,Janet Leverling,40,Boston Crab Meat,19,New England Seafood Cannery,14.7,10,147.0,158.76
10484,62,Janet Leverling,51,Manjimup Dried Apples,24,"G'day, Mate",42.4,3,127.2,137.38
10492,58,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,20,224.0,241.92
10495,73,Janet Leverling,23,Tunnbrd,9,PB Knckebrd AB,7.2,10,72.0,77.76
10495,73,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,20,154.0,166.32
10495,73,Janet Leverling,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,10.4,5,52.0,56.16
10505,35,Janet Leverling,62,Tarte au sucre,29,Forts d'rables,49.3,3,147.9,159.73
10517,76,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7.0,6,42.0,45.36
10517,76,Janet Leverling,59,Raclette Courdavault,28,Gai pturage,55.0,4,220.0,237.6
10517,76,Janet Leverling,70,Outback Lager,7,"Pavlova, Ltd.",15.0,6,90.0,97.2
10530,74,Janet Leverling,61,Sirop d'rable,29,Forts d'rables,28.5,20,570.0,615.6
10536,80,Janet Leverling,12,Queso Manchego La Pastora,5,Cooperativa de Quesos 'Las Cabras',38.0,15,570.0,615.6
10536,80,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,20,250.0,270.0
10547,14,Janet Leverling,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32.0,24,768.0,829.44
10548,79,Janet Leverling,34,Sasquatch Ale,16,Bigfoot Breweries,14.0,10,140.0,151.2
10548,79,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,14,135.1,145.91
10568,56,Janet Leverling,10,Ikura,4,Tokyo Traders,31.0,5,155.0,167.4
10570,35,Janet Leverling,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,15,315.0,340.2
10572,27,Janet Leverling,16,Pavlova,7,"Pavlova, Ltd.",17.45,12,209.4,226.15
10572,27,Janet Leverling,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32.0,10,320.0,345.6
10572,27,Janet Leverling,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,15,116.25,125.55
10576,4,Janet Leverling,1,Chai,1,Exotic Liquids,18.0,10,180.0,194.4
10576,4,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,20,250.0,270.0
10576,4,Janet Leverling,44,Gula Malacca,20,Leka Trading,19.45,21,408.45,441.13
10582,82,Janet Leverling,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,19.5,4,78.0,84.24
10582,82,Janet Leverling,76,Lakkalikri,23,Karkki Oy,18.0,14,252.0,272.16
10592,80,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,5,156.15,168.64
10594,41,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7.0,24,168.0,181.44
10625,83,Janet Leverling,14,Tofu,6,Mayumi's,23.25,3,69.75,75.33
10625,83,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14.0,5,70.0,75.6
10625,83,Janet Leverling,60,Camembert Pierrot,28,Gai pturage,34.0,10,340.0,367.2
10638,64,Janet Leverling,45,Rogede sild,21,Lyngbysild,9.5,20,190.0,205.2
10638,64,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,21,442.05,477.41
10644,52,Janet Leverling,18,Carnarvon Tigers,7,"Pavlova, Ltd.",62.5,4,250.0,270.0
10644,52,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,46.0,20,920.0,993.6
10644,52,Janet Leverling,46,Spegesild,21,Lyngbysild,12.0,21,252.0,272.16
10662,37,Janet Leverling,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,10,125.0,135.0
10681,36,Janet Leverling,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",10.0,12,120.0,129.6
10682,40,Janet Leverling,66,Louisiana Hot Spiced Okra,2,New Orleans Cajun Delights,17.0,4,68.0,73.44
10684,26,Janet Leverling,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,20,368.0,397.44
10693,22,Janet Leverling,9,Mishi Kobe Niku,4,Tokyo Traders,97.0,6,582.0,628.56
10693,22,Janet Leverling,73,Rd Kaviar,17,Svensk Sjfda AB,15.0,15,225.0,243.0
10697,64,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,7,64.4,69.55
10697,64,Janet Leverling,35,Steeleye Stout,16,Bigfoot Breweries,18.0,9,162.0,174.96
10699,66,Janet Leverling,47,Zaanse koeken,22,Zaanse Snoepfabriek,9.5,12,114.0,123.12
10700,17,Janet Leverling,1,Chai,1,Exotic Liquids,18.0,5,90.0,97.2
10700,17,Janet Leverling,34,Sasquatch Ale,16,Bigfoot Breweries,14.0,12,168.0,181.44
10712,31,Janet Leverling,53,Perth Pasties,24,"G'day, Mate",32.8,3,98.4,106.27
10715,9,Janet Leverling,10,Ikura,4,Tokyo Traders,31.0,21,651.0,703.08
10723,22,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,15,468.45,505.93
10732,9,Janet Leverling,76,Lakkalikri,23,Karkki Oy,18.0,20,360.0,388.8
10739,67,Janet Leverling,36,Inlagd Sill,17,Svensk Sjfda AB,19.0,6,114.0,123.12
10739,67,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7.0,18,126.0,136.08
10742,58,Janet Leverling,3,Aniseed Syrup,1,Exotic Liquids,10.0,20,200.0,216.0
10751,28,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,12,374.76,404.74
10751,28,Janet Leverling,50,Valkoinen suklaa,23,Karkki Oy,16.25,20,325.0,351.0
10751,28,Janet Leverling,73,Rd Kaviar,17,Svensk Sjfda AB,15.0,15,225.0,243.0
10753,44,Janet Leverling,45,Rogede sild,21,Lyngbysild,9.5,4,38.0,41.04
10753,44,Janet Leverling,74,Longlife Tofu,4,Tokyo Traders,10.0,5,50.0,54.0
10758,28,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,20,624.6,674.57
10759,83,Janet Leverling,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32.0,10,320.0,345.6
10762,53,Janet Leverling,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,18.0,16,288.0,311.04
10763,47,Janet Leverling,22,Gustaf's Knckebrd,9,PB Knckebrd AB,21.0,6,126.0,136.08
10763,47,Janet Leverling,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,20,90.0,97.2
10768,20,Janet Leverling,22,Gustaf's Knckebrd,9,PB Knckebrd AB,21.0,4,84.0,90.72
10768,20,Janet Leverling,60,Camembert Pierrot,28,Gai pturage,34.0,15,510.0,550.8
10768,20,Janet Leverling,71,Flotemysost,15,Norske Meierier,21.5,12,258.0,278.64
10769,21,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7.0,15,105.0,113.4
10769,21,Janet Leverling,61,Sirop d'rable,29,Forts d'rables,28.5,20,570.0,615.6
10769,21,Janet Leverling,62,Tarte au sucre,29,Forts d'rables,49.3,15,739.5,798.66
10772,80,Janet Leverling,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,18,2228.22,2406.48
10778,27,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,10,96.5,104.22
10779,66,Janet Leverling,16,Pavlova,7,"Pavlova, Ltd.",17.45,20,349.0,376.92
10779,66,Janet Leverling,62,Tarte au sucre,29,Forts d'rables,49.3,20,986.0,1064.88
10793,20,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,14,135.1,145.91
10793,20,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7.0,8,56.0,60.48
10796,25,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,21,655.83,708.3
10796,25,Janet Leverling,44,Gula Malacca,20,Leka Trading,19.45,10,194.5,210.06
10796,25,Janet Leverling,69,Gudbrandsdalsost,15,Norske Meierier,36.0,24,864.0,933.12
10806,29,Janet Leverling,2,Chang,1,Exotic Liquids,19.0,20,380.0,410.4
10806,29,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,2,42.1,45.47
10806,29,Janet Leverling,74,Longlife Tofu,4,Tokyo Traders,10.0,15,150.0,162.0
10814,29,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,20,193.0,208.44
10814,29,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,46.0,20,920.0,993.6
10814,29,Janet Leverling,48,Chocolade,22,Zaanse Snoepfabriek,12.75,8,102.0,110.16
10831,16,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,2,18.4,19.87
